Product ID;Obraz;Nazwa;Indeks;Kategoria;Cena (netto);Cena (brutto);Ilość;Wyświetlany;Pozycja
3739;https://dobrewina.pl/1759/p3739-underberg-on-trade-44-002-l.jpg;Underberg on-trade 44% 0,02 L;MUN12;Nalewki, Likiery;7.235772;8.9;153;0;130
3740;https://dobrewina.pl/1752/p3740-goldwasser-original-danziger-40-05-l.jpg;Goldwasser original Danziger 40% 0,5 L;MUN13;Nalewki, Likiery;88.617886;109;0;1;131
3741;https://dobrewina.pl/1758/p3741-tequila-sombrero-negro-silver-38-07-l.jpg;Tequila Sombrero Negro Silver 38% 0,7 L;MUN14;Rum, Tequila;96.747967;119;7;0;132
3742;https://dobrewina.pl/1747/p3742-grappa-pircher-superiore-original-38-05-l.jpg;Grappa Pircher Superiore Original 38% 0,5 L;MUN15;Aperol, Campari, Grappa;73.089431;89.9;5;0;133
3743;https://dobrewina.pl/1749/p3743-casa-hamaca-ron-del-caribbean-negro-375-07-l.jpg;Rum Casa Hamaca Ron del Caribbean Negro 37,5% 0,7 L;MUN16;Rum, Tequila;52.764228;64.9;4;0;134
3744;https://dobrewina.pl/1754/p3744-potok-wysoki-nalewka-zurawinowa-26-05-l.jpg;Potok Wysoki Nalewka Żurawinowa 26% 0,5 L;MUN17;Nalewki, Likiery;48.699187;59.9;2;0;135
3745;https://dobrewina.pl/1746/limoncello-pircher-30-05-l.jpg;Limoncello Pircher 30% 0,5 L;MUN18;Nalewki, Likiery;73.089431;89.9;5;0;136
4128;https://dobrewina.pl/1792/carnivor-zinfandel-075-l.jpg;Carnivor Zinfandel 0,75 L;WWWGL0090;Wino czerwone;64.959350;79.9;15;0;137
5177;https://dobrewina.pl/1780/zestaw-10.jpg;Zestaw 10;Zestaw 10;Zestawy prezentowe;44.634146;54.9;76;0;373
5178;https://dobrewina.pl/1781/zestaw-11.jpg;Zestaw 11;Zestaw 11;Zestawy prezentowe;48.699187;59.9;0;1;374
5179;https://dobrewina.pl/1782/zestaw-12.jpg;Zestaw 12;Zestaw 12;Zestawy prezentowe;48.699187;59.9;100;0;375
5188;https://dobrewina.pl/1809/p5188-drouhin-laroze-gevrey-chambertin-dix-climats-2018.jpg;Drouhin-Laroze Gevrey-Chambertin Dix Climats 2018;CBN0003;Wino czerwone;234.959350;329;25;0;3
5192;https://dobrewina.pl/1814/nero-d-avola-tre-colonne-doc-075-l.jpg;Nero d'Avola Tre Colonne DOC 0,75 L;OSI0001;Wino czerwone;30.000000;36.9;0;1;5
5193;https://dobrewina.pl/1813/p5193-kawa-turati-espresso-italiano-tradizione-1kg.jpg;Kawa Turati Espresso Italiano Tradizione 1kg;MUN19;Kawy;62.520325;76.9;17;0;6
5194;https://dobrewina.pl/1818/p5194-chateau-alouettes-rose-costieres-de-nimes-aop-075-l.jpg;Chateau Alouettes Rose Costieres de Nimes AOP 0,75 L;OFN0003;Wino różowe;32.439024;39.9;129;0;7
5195;https://dobrewina.pl/1819/p5195-pierres-blanches-classique-chardonnay-pays-d-oc-igp-075-l.jpg;Pierres Blanches Classique Chardonnay Pays d'Oc IGP 0,75 L;OFN0004;Wino białe;32.439024;39.9;32;0;8
5196;https://dobrewina.pl/1820/p5196-saveurs-du-temps-rose-costieres-de-nimes-aop-075-l.jpg;Saveurs du Temps Rosé Costieres de Nimes AOP 0,75 L;OFN0005;Wino różowe;32.439024;49.9;193;0;9
5197;https://dobrewina.pl/1821/p5197-domaine-du-petit-romain-rouge-costieres-de-nimes-aop-075-l.jpg;Domaine du Petit Romain Rouge Costieres de Nimes AOP 0,75 L;OFN0006;Wino czerwone;40.569106;64.9;40;0;10
5201;https://dobrewina.pl/1822/p5201-prosecco-pradio-passaparola-spumante-brut-doc-075-l.jpg;Prosecco Pradio Passaparola Spumante Brut DOC 0,75 L;OIV0001;Wino musujące;56.829268;69.9;62;0;11
5202;https://dobrewina.pl/1859/bombardino-pircher-17-07l.jpg;Bombardino Pircher 17% 0,7L;MUN20;Nalewki, Likiery;81.219512;99.9;6;0;12
5203;https://dobrewina.pl/1828/dealberto-lisonja-sauvignon-blanc-do-rueda-075-l.jpg;deAlberto Lisonja Sauvignon Blanc DO Rueda 0,75 L;OCL0001;Wino białe;32.439024;39.9;272;0;13
5204;https://dobrewina.pl/1827/dealberto-lisonja-verdejo-do-rueda-075-l.jpg;deAlberto Lisonja Verdejo DO Rueda 0,75 L;OCL0002;Wino białe;30.000000;49.9;436;0;14
5206;https://dobrewina.pl/1824/p5206-dealberto-finca-valdemoya-tinto-12-meses-vdlt-castilla-y-leon-075-l.jpg;deAlberto Finca Valdemoya Tinto 12 Meses VdlT Castilla y Leon 0,75 L;OCL0004;Wino czerwone;38.130081;46.9;576;0;16
5207;https://dobrewina.pl/1854/bimber-lis-gruszkowy-na-przelaczy-40-05-l.jpg;Bimber Lis Gruszkowy Na Przelaczy 40% 0,5 L;MUN21;Gin, Wódka, Calvados;73.089431;89.9;6;0;17
5209;https://dobrewina.pl/1829/oliwa-terral-arbequina-lagodna-05-l.jpg;Oliwa Terral Arbequina - łagodna 0,5 L;KO0001;Oliwy;49.900000;49.9;31;0;19
5210;https://dobrewina.pl/1830/oliwa-esencial-organic-extra-vergine-05-l.jpg;Oliwa eSencial Organic extra Vergine 0,5 L;KO0003;Oliwy;63.900000;63.9;0;1;20
5212;https://dobrewina.pl/1856/gin-miodula-premium-distilled-40-05l.jpg;Gin Miodula Premium Distilled 40% 0,5L;MUN22;Gin, Wódka, Calvados;81.219512;99.9;4;0;22
5213;https://dobrewina.pl/1860/pina-colada-puerto-rico-casa-hamaca-05l-16.jpg;Pina Colada Puerto Rico Casa Hamaca 0,5L 16%;MUN23;Nalewki, Likiery;44.634146;54.9;5;0;23
5214;https://dobrewina.pl/1857/wodka-polska-miodula-40-05-l.jpg;Wódka Polska Miodula 40% 0,5 L;MUN24;Gin, Wódka, Calvados;73.089431;89.9;3;0;24
5215;https://dobrewina.pl/1855/rum-ron-perla-del-norte-carta-oro-40-07-l.jpg;Rum Ron Perla del Norte Carta Oro 40% 0,7 L;MUN25;Rum, Tequila;104.878049;129;1;0;25
5217;https://dobrewina.pl/1846/loew-jus-sur-baies-vin-orange-alsace-075-l.jpg;Loew Jus Sur Baies Vin Orange Alsace 0,75 L;OFA0001;Wino białe;113.008130;179;19;0;27
5219;https://dobrewina.pl/1848/loew-riesling-ostenberg-alsace-075-l.jpg;Loew Riesling Ostenberg Alsace 0,75 L;OFA0003;Wino białe;113.008130;179;6;0;28
5220;https://dobrewina.pl/1944/loew-riesling-bruderbach-clos-des-freres-alsace-075-l.jpg;Loew Riesling Bruderbach Clos des Freres Alsace 0,75 L;OFA0004;Wino białe;113.008130;179;8;0;29
5221;https://dobrewina.pl/1943/loew-pinot-gris-bruderbach-le-menhir-alsace-075-l.jpg;Loew Pinot Gris Bruderbach Le Menhir Alsace 0,75 L;OFA0005;Wino białe;113.008130;179;1;0;30
5222;https://dobrewina.pl/1849/loew-gewurztraminer-ostenberg-alsace-075-l.jpg;Loew Gewurztraminer Ostenberg Alsace 0,75 L;OFA0006;Wino białe;113.008130;179;0;1;31
5223;https://dobrewina.pl/1942/loew-auxerrois-botrytis-alsace-075-l.jpg;Loew Auxerrois Botrytis Alsace 0,75 L;OFA0007;Wino białe;113.008130;179;44;0;32
5224;https://dobrewina.pl/1893/andre-neveu-le-grand-fricambault-silex-sancerre-075-l.jpg;Andre Neveu Le Grand Fricambault Silex Sancerre 0,75 L;OFL0001;Wino białe;113.008130;139;6;0;33
5225;https://dobrewina.pl/1894/andre-neveu-les-longue-fins-sancerre-075-l.jpg;Andre Neveu Les Longue Fins Sancerre 0,75 L;OFL0002;Wino białe;104.878049;129;15;0;34
5226;https://dobrewina.pl/1838/p5226-san-valero-joven-blanco-macabeo-do-carinena-075-l.jpg;San Valero Joven Blanco Macabeo DO Carinena 0,75 L;OSC001;Wino białe;24.308943;36.9;96;0;35
5227;https://dobrewina.pl/1840/san-valero-joven-tinto-tempranillo-do-carinena-075-l.jpg;San Valero Joven Tinto Tempranillo DO Carinena 0,75 L;OSC002;Wino czerwone;24.308943;36.9;12;0;36
5228;https://dobrewina.pl/1839/p5228-san-valero-joven-rosado-garnacha-do-carinena-075-l.jpg;San Valero Joven Rosado Garnacha DO Carinena 0,75 L;OSC003;Wino różowe;24.308943;36.9;481;0;37
5230;https://dobrewina.pl/1837/san-valero-reserva-tinto-do-carinena-075-l.jpg;San Valero Reserva Tinto DO Carinena 0,75 L;OSC005;Wino czerwone;32.439024;49.9;236;0;38
5231;https://dobrewina.pl/1834/p5231-bio-vergel-blanco-dop-alicante-075-l.jpg;Bio Vergel Blanco DOP Alicante 0,75 L;WBWHSPIN21304;Wino białe;32.439024;39.9;45;0;39
5232;https://dobrewina.pl/1874/jaffelin-cremant-de-bourgogne-rose-brut-075-l.jpg;Jaffelin Cremant de Bourgogne Rose Brut 0,75 L;CBC0004;Wino musujące;73.089431;89.9;62;0;40
5233;https://dobrewina.pl/1852/chateau-gachon-montagne-saint-emilion-aoc-075l.jpg;Chateau Gachon Montagne Saint-Emilion AOC 0,75L;WCWFADIV22342;Wino czerwone;73.089431;89.9;0;1;41
5235;https://dobrewina.pl/1917/cuatro-rayas-cuarenta-vendimias-sauvignon-blanc-do-rueda-075-l.jpg;Cuatro Rayas Cuarenta Vendimias Sauvignon Blanc DO Rueda 0,75 L;OSR004;Wino białe;40.569106;59.9;8;0;43
5237;https://dobrewina.pl/1845/austro-grillo-tre-colonne-sicilia-dop-075-l.jpg;Austro Grillo Tre Colonne Sicilia DOP 0.75 L;OIS001;Wino białe;30.000000;36.9;60;0;45
5238;https://dobrewina.pl/1842/p5238-ca-del-moro-fantello-montepulciano-d-abruzzo-dop-075-l.jpg;Ca del Moro Fantello Montepulciano d'Abruzzo DOP 0,75 L;OIA001;Wino czerwone;32.439024;39.9;37;0;46
5240;https://dobrewina.pl/1844/p5240-negroamaro-otto-nodi-salento-igp-075-l.jpg;Negroamaro Otto Nodi Salento IGP 0,75 L;OIP001;Wino czerwone;32.439024;39.9;72;0;48
5248;https://dobrewina.pl/1888/bollinger-champagne-special-cuvee-075-l.jpg;Bollinger Champagne Special Cuvée 0,75 L;OFC001;Wino musujące;243.089431;299;6;0;52
5249;https://dobrewina.pl/1900/noughty-blanc-non-alcoholic-thomson-scott-075-l.jpg;Noughty Blanc Non-Alcoholic Thomson & Scott 0,75 L;OBA002;Wino bezalkoholowe;77.154472;94.9;3;0;53
5250;https://dobrewina.pl/1901/noughty-rose-non-alcoholic-thomson-scott-075-l.jpg;Noughty Rose Non-Alcoholic Thomson & Scott 0,75 L;OBA003;Wino bezalkoholowe;77.154472;94.9;8;0;54
5251;https://dobrewina.pl/1902/noughty-rouge-non-alcoholic-thomson-scott-075-l.jpg;Noughty Rouge Non-Alcoholic Thomson & Scott 0,75 L;OBA001;Wino bezalkoholowe;77.154472;94.9;9;0;55
5252;https://dobrewina.pl/1903/noughty-sparkling-blanc-non-alcoholic-thomson-scott-075-l.jpg;Noughty Sparkling Blanc Non-Alcoholic Thomson & Scott 0,75 L;OBA004;Wino bezalkoholowe;64.959350;79.9;0;1;56
5253;https://dobrewina.pl/1904/noughty-sparkling-rose-non-alcoholic-thomson-scott-075-l.jpg;Noughty Sparkling Rose Non-Alcoholic Thomson & Scott 0,75 L;OBA005;Wino bezalkoholowe;64.959350;79.9;0;1;57
5254;https://dobrewina.pl/1881/p5254-marlborough-sun-sauvignon-rose-075-l.jpg;Marlborough Sun Sauvignon Rose 0,75 L;ONZ002;Wino różowe;56.829268;69.9;5;0;58
5255;https://dobrewina.pl/1880/marlborough-sun-sauvignon-blanc-075-l.jpg;Marlborough Sun Sauvignon Blanc 0,75 L;ONZ001;Wino białe;56.829268;69.9;4;0;59
5256;https://dobrewina.pl/1945/masottina-prosecco-contradagranda-valdobbiadene-superiore-extra-dry-075-l.jpg;Masottina Prosecco ContradaGranda Valdobbiadene Superiore Extra Dry 0,75 L;OIV0003;Wino musujące;64.959350;79.9;2;0;60
5257;https://dobrewina.pl/1882/marlborough-sun-sauvignon-blanc-bubbles-075-l.jpg;Marlborough Sun Sauvignon Blanc Bubbles 0,75 L;ONZ003;Wino musujące;64.959350;79.9;0;1;61
5258;https://dobrewina.pl/1907/charly-nicolle-chablis-ante-mcmlxxx-075-l.jpg;Charly Nicolle Chablis Ante MCMLXXX 0,75 L;OFC0001;Wino białe;104.878049;159;0;1;62
5260;https://dobrewina.pl/1898/la-posta-glorieta-pinot-noir-laura-catena-mendoza-075-l.jpg;La Posta Glorieta Pinot Noir Laura Catena Mendoza 0,75 L;OAM001;Wino czerwone;56.829268;69.9;1;0;64
5262;https://dobrewina.pl/1905/viu-manent-chardonnay-gran-reserva-colchagua-075-l.jpg;Viu Manent Chardonnay Gran Reserva Colchagua 0,75 L;OCH0002;Wino białe;48.699187;59.9;26;0;65
5263;https://dobrewina.pl/1891/casas-del-bosque-sauvignon-blanc-reserva-casablanca-075-l.jpg;Casas del Bosque Sauvignon Blanc Reserva Casablanca 0,75 L;OCH0004;Wino białe;40.569106;49.9;79;0;66
5265;https://dobrewina.pl/1892/casas-del-bosque-pinot-noir-reserva-casablanca-075-l.jpg;Casas del Bosque Pinot Noir Reserva Casablanca 0,75 L;OCH0005;Wino czerwone;40.569106;49.9;14;0;67
5266;https://dobrewina.pl/1887/rethink-riesling-mosel-075-l.jpg;Rethink Riesling Mosel 0,75 L;ONM001;Wino białe;46.260163;56.9;26;0;68
5267;https://dobrewina.pl/1883/campo-da-vinha-vinho-verde-075-l.jpg;Campo da Vinha Vinho Verde 0,75 L;OPV001;Wino białe;30.000000;36.9;13;0;69
5268;https://dobrewina.pl/1954/esteban-martin-garnacha-syrah-carinena-075-l.jpg;Esteban Martin Garnacha-Syrah Carinena 0,75 L;OHC001;Wino czerwone;30.000000;36.9;37;0;70
5269;https://dobrewina.pl/1951/corte-al-passo-primitivo-puglia-diciotto-gradi-18.jpg;Corte al Passo Primitivo Puglia Diciotto Gradi 18%;OIP0001;Wino czerwone;64.959350;79.9;1;0;71
5271;https://dobrewina.pl/1906/viu-manent-malbec-reserva-colchagua-075-l.jpg;Viu Manent Malbec Reserva Colchagua 0,75 L;OCH0001;Wino czerwone;35.691057;43.9;13;0;72
5272;https://dobrewina.pl/1884/porto-feuerheerds-ruby-port-195-075-l.jpg;Porto Feuerheerd´s Ruby Port 19,5% 0,75 L;OPP003;Wino wzmacniane/deserowe;44.634146;54.9;14;0;73
5273;https://dobrewina.pl/1886/porto-feuerheerds-tawny-portvin-195-075-l.jpg;Porto Feuerheerd´s Tawny Portvin 19,5% 0,75 L;OPP001;Wino wzmacniane/deserowe;48.699187;59.9;20;0;74
5274;https://dobrewina.pl/1885/porto-feuerheerds-white-port-195-075-l.jpg;Porto Feuerheerd´s White Port 19,5% 0,75 L;OPP002;Wino wzmacniane/deserowe;44.634146;54.9;0;1;75
5278;https://dobrewina.pl/1908/p5278-chateau-beychevelle-saint-julien-2016.jpg;Chateau Beychevelle Saint-Julien 2016;CME0010;Wino czerwone;690.243902;899;5;0;76
5281;https://dobrewina.pl/1911/p5281-chateau-canon-saint-emillion-1er-grand-cru-2017.jpg;Chateau Canon Saint-Emillion 1er Grand Cru 2017;CSE0001;Wino czerwone;535.772358;699;1;0;78
5294;https://dobrewina.pl/1932/p5294-jessiaume-maison-santenay-blanc.jpg;Jessiaume Maison Santenay Blanc;CBB0035;Wino białe;121.138211;189;1;0;87
5298;https://dobrewina.pl/1940/p5298-lamy-pillot-saint-aubin-1er-cru-le-charmois-blanc-2018.jpg;Lamy-Pillot Saint Aubin 1er Cru Le Charmois Blanc 2018;CBB0031;Wino białe;202.439024;279;0;1;89
5302;https://dobrewina.pl/1949/p5302-vincent-morey-santenay-les-hates-2018.jpg;Vincent Morey Santenay Les Hates 2018;CBB0011;Wino czerwone;137.398374;199;0;1;92
5303;https://dobrewina.pl/1952/vincent-morey-santernay-1er-cru-beaurepaire-blanc-2019.jpg;Vincent Morey Santernay 1er Cru Beaurepaire Blanc 2019;CBB0036;Wino białe;178.048780;249;13;0;0
5305;https://dobrewina.pl/2035/moet-chandon-brut-imperial-075-l.jpg;Moet & Chandon Brut Imperial 0,75 L;OFC002;Wino musujące;210.569106;259;18;0;0
5306;https://dobrewina.pl/1957/viu-manent-malbec-san-carlos-single-vineyard-075-l.jpg;Viu Manent Malbec San Carlos Single Vineyard 0,75 L;OCH0003;Wino czerwone;64.959350;79.9;6;0;0
5308;https://dobrewina.pl/1959/schmitt-sohne-gewurztraminer-rheinhessen-075-l.jpg;Schmitt Sohne Gewurztraminer Rheinhessen 0,75 L;ONH002;Wino białe;40.569106;49.9;120;0;0
5309;https://dobrewina.pl/1960/viu-manent-chardonnay-reserva-colchagua-075-l.jpg;Viu Manent Chardonnay Reserva Colchagua 0,75 L;OCH0006;Wino białe;35.691057;43.9;36;0;0
5310;https://dobrewina.pl/1961/tenuta-valleselle-rovertondo-valpolicella-ripasso-superiore-tinazzi-075-l.jpg;Tenuta Valleselle Rovertondo Valpolicella Ripasso Superiore Tinazzi 0,75 L;OIV0004;Wino czerwone;88.617886;139;18;0;0
5311;https://dobrewina.pl/1963/miodula-staropolska-05-l-40.jpg;Miodula Staropolska 0,5 L 40%;MUN26;Nalewki, Likiery;73.089431;89.9;0;1;0
5312;https://dobrewina.pl/1962/unicum-zwack-07-l-40.jpg;Unicum Zwack 0,7 L 40%;MUN34;Nalewki, Likiery;96.747967;119;5;0;0
5313;https://dobrewina.pl/1965/miodula-prezydencka-oryginalna-lezakowana-05-l-40-box-2-kiel.jpg;Miodula Prezydencka Oryginalna Leżakowana 0,5 L 40 % Box + 2 kiel.;MUN30;Nalewki, Likiery;178.048780;219;2;0;0
5314;https://dobrewina.pl/1967/wh-hunter-laing-blended-malt-scotch-islay-journey-46-07-l.jpg;Wh. Hunter Laing Blended Malt Scotch - Islay Journey 46% 0,7 L;MUN28;Whisky, Whiskey, Bourbon;145.528455;179;4;0;0
5315;https://dobrewina.pl/1966/wh-wild-fields-original-single-grain-polish-whisky-44-07-l.jpg;Wh. Wild Fields Original Single Grain Polish Whisky 44% 0,7 L;MUN29;Whisky, Whiskey, Bourbon;145.528455;179;4;0;0
5316;https://dobrewina.pl/1996/migdal-w-czekoladzie-80g.jpg;Migdał w czekoladzie 80g;Laro1;Inne specjały;13.739837;16.9;0;1;0
5317;https://dobrewina.pl/1979/el-enemigo-cabernet-franc-mendoza-075-l.jpg;El Enemigo Cabernet Franc Mendoza 0,75 L;OAM003;Wino czerwone;96.747967;119;0;1;0
5318;https://dobrewina.pl/1980/el-enemigo-malbec-mendoza-075-l.jpg;El Enemigo Malbec Mendoza 0,75 L;OAM004;Wino czerwone;96.747967;119;0;1;0
5319;https://dobrewina.pl/1981/chateau-piada-barsac-sauternes-075-l.jpg;Chateau Piada Barsac-Sauternes 0,75 L;OFB0001;Wino białe;104.878049;129;0;1;0
5320;https://dobrewina.pl/1978/bailly-lapierre-cremant-de-bourgogne-chardonnay-075-l.jpg;Bailly-Lapierre Cremant de Bourgogne Chardonnay 0,75 L;OFG0002;Wino musujące;73.089431;89.9;18;0;0
5322;https://dobrewina.pl/1976/serre-dei-roveri-piemonte-barbera-passito-075-l.jpg;Serre dei Roveri Piemonte Barbera Passito 0,75 L;OII0004;Wino czerwone;56.829268;69.9;18;0;0
5323;https://dobrewina.pl/1975/barolo-ludo-luigi-einaudi-2017.jpg;Barolo Ludo Luigi Einaudi 2017;OII0005;Wino czerwone;137.398374;169;11;0;0
5324;https://dobrewina.pl/1974/tenuta-valleselle-aureum-acinum-amarone-della-valpolicella-tinazzi-075-l.jpg;Tenuta Valleselle Aureum Acinum Amarone della Valpolicella Tinazzi 0,75 L;OIV0005;Wino czerwone;161.788618;249;1;0;0
5327;https://dobrewina.pl/1971/brunello-di-montalcino-san-biagio-camigliano-eco-075-l.jpg;Brunello di Montalcino San Biagio, Camigliano Eco 0,75 L;OIT0010;Wino czerwone;121.138211;149;0;1;0
5328;https://dobrewina.pl/1970/villa-burklin-riesling-pfalz-dr-burklin-wolf-eco-075-l.jpg;Villa Burklin Riesling Pfalz Dr. Burklin-Wolf Eco 0,75 L;ONP0001;Wino białe;64.959350;79.9;16;0;0
5330;https://dobrewina.pl/1984/cava-valdeorite-brut-nature-075-l.jpg;Cava Valdeorite Brut Nature 0,75 L;OHA001;Wino musujące;32.439024;39.9;218;0;0
5331;https://dobrewina.pl/1985/cava-valdeorite-brut-075-l.jpg;Cava Valdeorite Brut 0,75 L;OHA002;Wino musujące;32.439024;39.9;250;0;0
5332;https://dobrewina.pl/1986/cava-valdeorite-semi-seco-075-l.jpg;Cava Valdeorite Semi Seco 0,75 L;OHA003;Wino musujące;32.439024;39.9;336;0;0
5334;https://dobrewina.pl/1990/limoncello-149-05-l.jpg;Limoncello 14,9% 0,5 L;MUN33;Nalewki, Likiery;24.308943;29.9;4;0;0
5335;https://dobrewina.pl/1992/wh-scarabus-batch-strenght-islay-single-malt-scotch-whisky-07-l-57.jpg;Wh. Scarabus Batch Strenght Islay Single Malt Scotch Whisky 0,7 L 57%;MUN32;Whisky, Whiskey, Bourbon;218.699187;269;3;0;0
5337;https://dobrewina.pl/1988/pierres-blanches-classique-viognier-pays-d-oc-igp-075-l.jpg;Pierres Blanches Classique Viognier Pays d'Oc IGP 0,75 L;OFN0008;Wino białe;32.439024;39.9;175;0;0
5338;https://dobrewina.pl/1991/p5338-wh-hunter-laing-blended-malt-scotch-highland-journey-46-07-l.jpg;Wh. Hunter Laing Blended Malt Scotch - Highland Journey 46% 0,7 L;MUN08;Whisky, Whiskey, Bourbon;145.528455;179;3;0;0
5339;https://dobrewina.pl/2008/chateau-bois-mondont-2015-cru-bourgeois-medoc-aoc-075-l.jpg;Chateau Bois Mondont 2015 Cru Bourgeois Medoc AOC 0,75 L;OFB0009;Wino czerwone;73.089431;89.9;0;1;0
5340;https://dobrewina.pl/1993/chateau-haut-brisson-lagrave-2018-grand-cru-saint-emilion-aoc-075-l.jpg;Chateau Haut-Brisson Lagrave 2018 Grand Cru Saint Emilion AOC 0,75 L;OFB0006;Wino czerwone;113.008130;139;6;0;0
5341;https://dobrewina.pl/1994/chateau-le-rey-les-argileuses-2021-castillon-aoc-075-l.jpg;Chateau Le Rey - les Argileuses 2021 Castillon AOC 0,75 L;OFB0007;Wino czerwone;81.219512;119;5;0;0
5342;https://dobrewina.pl/1997/chateau-franc-maillet-2019-pomerol-aoc-075-l.jpg;Chateau Franc Maillet 2019 Pomerol AOC 0,75 L;OFB0008;Wino czerwone;153.658537;189;5;0;0
5343;https://dobrewina.pl/1998/zestaw-2.jpg;Zestaw 2;Zestaw 2;Zestawy prezentowe;51.138211;62.9;5;0;399
5344;https://dobrewina.pl/2000/cuvee-blanc-terrier-blanc-pays-d-oc-igp-075-l.jpg;Cuvee Blanc Terrier Blanc Pays d'Oc IGP 0,75 L;OFM0001;Wino białe;28.373984;34.9;70;0;0
5345;https://dobrewina.pl/2002/cuvee-blanc-terrier-rose-pays-d-oc-igp-075-l.jpg;Cuvee Blanc Terrier Rose Pays d'Oc IGP 0,75 L;OFM0002;Wino różowe;28.373984;34.9;85;0;0
5346;https://dobrewina.pl/2001/cuvee-blanc-terrier-rouge-pays-d-oc-igp-075-l.jpg;Cuvee Blanc Terrier Rouge Pays d'Oc IGP 0,75 L;OFM0003;Wino czerwone;28.373984;34.9;0;1;0
5347;https://dobrewina.pl/2003/rafale-muscat-sec-cotes-catalans-igp-075-l.jpg;Rafale Muscat Sec Cotes Catalans IGP 0,75 L;OFM0004;Wino białe;32.439024;39.9;68;0;0
5348;https://dobrewina.pl/2004/les-orris-saint-pierre-moelleux-blanc-cotes-catalans-igp-075-l.jpg;Les Orris Saint Pierre Moelleux Blanc Cotes Catalans IGP 0,75 L;OFM0005;Wino białe;38.130081;46.9;126;0;0
5349;https://dobrewina.pl/2006/la-pinede-rouge-la-clape-aop-075-l.jpg;La Pinede Rouge La Clape AOP 0,75 L;OFM0006;Wino czerwone;38.130081;46.9;28;0;0
5350;https://dobrewina.pl/2005/chateau-ponteilla-rouge-reserve-cotes-du-roussillon-aop-075-l.jpg;Chateau Ponteilla Rouge Reserve Cotes du Roussillon AOP 0,75 L;OFM0007;Wino czerwone;38.130081;59.9;62;0;0
5351;https://dobrewina.pl/1999/barbanera-aglianico-primitivo-puglia-igt-075-l.jpg;Barbanera Aglianico-Primitivo Puglia IGT 0,75 L;OIP0003;Wino czerwone;32.439024;39.9;0;1;0
5352;https://dobrewina.pl/2011/kartonik-s1-zloty.jpg;Kartonik S1 złoty;XKS1SZ;Opakowania;8.048780;9.9;2;0;0
5353;https://dobrewina.pl/2015/jaffelin-ladoix-blanc-2020-075-l.jpg;Jaffelin Ladoix Blanc 2020 0,75 L;CBB0046;Wino białe;145.528455;199;36;0;0
5354;https://dobrewina.pl/2016/kartonik-nw2-zamykany-granatowy-kol-7.jpg;Kartonik NW2 zamykany granatowy kol. 7;XKZ2NIER;Opakowania;16.178861;19.9;44;0;0
5355;https://dobrewina.pl/2018/fragolino-morando-rosso-075-l.jpg;Morando Fragolino Rosso 0,75 L;OIT0011;Wino musujące;24.308943;39.9;440;0;0
5356;https://dobrewina.pl/2017/lambrusco-morando-rosso-075-l.jpg;Morando Lambrusco Rosso 0,75 L;OIT0012;Wino musujące;24.308943;39.9;483;0;0
5357;https://dobrewina.pl/2019/pesca-morando-spumante-075-l.jpg;Morando Pesca Spumante 0,75 L;OIT0013;Wino musujące;24.308943;39.9;476;0;0
5358;https://dobrewina.pl/2022/domaine-de-rossignole-sancerre-075-l.jpg;Domaine de Rossignole Sancerre 0,75 L;OFL0004;Wino białe;96.747967;119;42;0;0
5359;https://dobrewina.pl/2023/altos-de-valdoso-roble-ribera-del-duero-doc-075-l.jpg;Altos de Valdoso Roble Ribera del Duero DOC 0,75 L;OHC002;Wino czerwone;48.699187;59.9;29;0;0
5360;https://dobrewina.pl/2024/pesquera-crianza-ribera-del-duero-doc-075-l.jpg;Pesquera Crianza Ribera del Duero DOC 0,75 L;OHC003;Wino czerwone;113.008130;139;4;0;0
5361;https://dobrewina.pl/2020/tio-pio-covagota-tinto-vdlt-castilla-075-l.jpg;Tio Pio Covagota Tinto VdlT Castilla 0,75 L;OSC006;Wino czerwone;24.308943;29.9;490;0;0
5362;https://dobrewina.pl/2021/tio-pio-syrah-canada-de-belen-vdlt-castilla-075-l.jpg;Tio Pio Syrah Canada de Belen VdlT Castilla 0,75 L;OSC007;Wino czerwone;30.000000;49.9;522;0;0
5363;https://dobrewina.pl/2025/de-conti-appassimento-rosso-puglia-igt-075-l.jpg;De Conti Appassimento Rosso Puglia IGT 0,75 L;OIP0004;Wino czerwone;46.260163;69.9;391;0;0
5364;https://dobrewina.pl/2032/chateauneuf-du-pape-domaine-tour-saint-michel-075-l.jpg;Chateauneuf-du-Pape Domaine Tour Saint Michel 0,75 L;OFR0001;Wino czerwone;96.747967;119;30;0;0
5365;https://dobrewina.pl/2033/chateauneuf-du-pape-domaine-tour-saint-michel-cuvee-deux-soeurs-075-l.jpg;Chateauneuf-du-Pape Domaine Tour Saint Michel Cuvee Deux Soeurs 0,75 L;OFR0002;Wino czerwone;113.008130;139;17;0;0
5366;https://dobrewina.pl/2028/champagne-douard-christian-tradition-brut-075-l.jpg;Champagne Douard Christian Tradition Brut 0,75 L;OFC004;Wino musujące;121.138211;149;13;0;0
5367;https://dobrewina.pl/2031/barolo-castello-cantina-terre-del-barolo-2011.jpg;Barolo Castello Cantina Terre del Barolo 2011;OII0006;Wino czerwone;104.878049;129;17;0;0
